model,fw_ver,fw_url,file_size,file_date,file_sha1,file_md5
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB_2-03_eu_multi_20141231.zip,4525484,2015-02-16 00:00:00,e48974496f2d9dea267ee3050a7ccc97c3d665ea,c298429537ebbd03e69da8c203b416ab
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB1_2-02b01_eu_multi_20140828.zip,4508314,2014-12-08 00:00:00,fe4e1a538c0eb91ab2589645b887db6c852332bc,08e5568ac9a787e985e69f25a03b3c7a
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB1_2-03b02_eu_multi_20141125.zip,4525499,2015-01-07 00:00:00,f5fa87ad366fc56d8352402e6573c864e7121d25,763bee163984e378e6d8f0f5164aa972
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revA2_1-11b10_all_en_20131011.zip,3595136,2014-12-08 00:00:00,66743cd102a0c915eac23e0da5e47be9a1f8d3e2,ca6c17e453fdd5a7a7aeaad30d17aa0e
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revA1_1-00b24_all_en_20130722.zip,2868294,2014-12-08 00:00:00,b5c96d9c226f78e5f4d3c889d8f0b210226a2ece,46fba55d1d82e14c1dd30d773e0145d3
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB_2-02B01_eu_multi_20140929.zip,4495813,2014-12-08 00:00:00,5f2abf5d14b502c409cc7a6c2cf108bbd0f39cf5,cc778a2af8ec89e39dbdda959d7d6753
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revA2_1-20b07_all_en_20140318.zip,3668672,2014-12-08 00:00:00,418e1c5693b99d132651987537a4b64bc4215566,2c719a74169762b6315960589b91c75a
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revC_3-00_eu_multi_20150609.zip,4620635,2016-07-18 08:26:00,0683c5bc93f88efd7816333f47404839b3f31471,a5f0f9a60a1a0278a1460bf5dc8452c2
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB1_2-01b03_eu_multi_20140826.zip,4508499,2014-12-08 00:00:00,b2dd8852398fc3f875e110b08d52c430a82d3dae,ac45b3b180d6bf6dd53d12745f665900
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revB1_2-00_all_multi_20140605.zip,4617214,2014-12-08 00:00:00,f42e2211ae55d3bbbc400298e347b2da5eca8102,75fcab7212d4769507990828a76b8973
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revA2_1-20_all_multi_20140408.zip,3836688,2014-12-08 00:00:00,6ab3194aa4126967dd8f0f3c7f452703aaab396a,d5de5b0d05a8c9cf0e64647923e6bedb
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_CE Doc_revB_eu_multi_20150108.zip,155349,2015-02-16 00:00:00,a0c5f611cfaa5dc5d7f8f5da5be613fd8b04ca09,813f83a7ff23e4adecc9b177bcb7e66a
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320 _fw_revB_2-03b02_eu_multi_20141231.zip,4525484,2015-05-13 00:00:00,9dcd862b5bac2be08001b4cf7f067a5122ac879a,435dabfe5586a1337563be879152b683
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DWA-127_drv_revB_MAC-5-0-1-09_eu_multi_20150105.zip,8328122,2015-05-13 00:00:00,36e0704308d3d7659e95b08a887c8eb9d92023bd,6283c3e1bac8f9aabaa746b4da07e3fe
dap-1320,,ftp://ftp.dlink.eu/Products/dap/dap-1320/driver_software/DAP-1320_fw_revA1_1-11b10_all_en_20130918.zip,3595149,2014-12-08 00:00:00,b1e7c140198c3bd36539e8d573dbe777fa75dc15,ab546dd418704a33627a6664fa4ee670
dap-1330,,ftp://ftp.dlink.eu/Products/dap/dap-1330/driver_software/DAP-1330_fw_revA_1-00_eu_multi_20151202.zip,4579172,2015-12-10 00:00:00,8dd656101817a3b84063b66a88fc8aa02479433e,6f347be57bae5e60138ff6d6a704f07a
dap-1350,1.12EUB07,ftp://ftp.dlink.eu/Products/dap/dap-1350/driver_software/DAP-1350_fw_revA1_1.12EUB07.zip,5255055,2012-03-18 00:00:00,b23fdcbda5bba006bb5e1515d21111843fcf213f,6d6e55ab2a1b2a733d73dcc0bba3a267
dap-1350,1.14eub01,ftp://ftp.dlink.eu/Products/dap/dap-1350/driver_software/DAP-1350_fw_revALL_1-14euB01_all_eu_20120726.zip,5071308,2012-07-27 00:00:00,eadbe9305b5e3c69438d6b64a681bdd77feaa83b,9441fb902f4ed122a28390f84bd511b8
dap-1353,,ftp://ftp.dlink.eu/Products/dap/dap-1353/archive/driver_software/DAP-1353_fw_revAll_v200-r009.zip,3422140,2014-12-09 00:00:00,80da289e99f4062728a6098da6cef877596a00b9,03bb2edc5532ae791f00fb33a0497eff
